Fondo;Descripci¢n;Centro;Secci¢n;Programa;Subconcepto;Programa de Financiaci¢n;Definici¢n proyecto;T°tulo;Distrito;Texto Distrito;L°nea Inversi¢n;Descripci¢n L°nea de Inversi¢n;Subl°ne de Inversi¢n;Descripci¢n Subl°ne de Inversi¢n;Etiqueta 16;Descripci¢n etiqueta 16;Etiqueta 17;Descripci¢n etiqueta 17;Etiqueta 18;Descripci¢n etiqueta 18;Cred. Inicial(1);Modifc. (2);C. Definitivo (3);C Disponible (4);Re. Pte. Util.(5);C. Autorizado (6);C. Dispuesto (7);Obl. Reconoc. (8);C. Ordenado (9);Pagos Real (10)
4;SC Y CE FINANC. CON RTG;001;027;23103;62599;2018/006102;2018/006102;IFS - CENTRO DE DIA DE MAYORES ALHAMBRA. OTRO MOBILIARIO Y ENSERES;210;LATINA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;245339,00;245339,00;170,57;0,00;245168,43;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;027;23103;62599;2018/006103;2018/006103;IFS - CENTRO DE DIA DE MAYORES RAFAEL CALVO. OTRO MOBILIARIO Y ENSERES;207;CHAMBERI;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;126000,00;126000,00;13332,06;0,00;112667,94;0,00;0,00;0,00;0,00
;;001;027;23103;63599;2017/000255;2017/000255;EQUIPAMIENTO CENTROS DE D÷A DE MAYORES Y CENTROS DE MAYORES;998;VARIOS DISTRITOS;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;;;;;;;14000,00;-13999,70;0,30;0,30;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23103;63599;2017/000255;2017/040255;EQUIPAMIENTO CENTRO D÷A MAYORES ALMOROX;209;MONCLOA-ARAVACA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;;;;;;;0,00;13999,70;13999,70;0,00;0,00;13999,70;0,00;0,00;0,00;0,00
;;001;027;23106;62300;2018/000214;2018/000214;EQUIPAMIENTO CENTROS ATENCI‡N PERSONAS SIN HOGAR;998;VARIOS DISTRITOS;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;10000,00;0,00;10000,00;10000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23106;62599;2018/000214;2018/000214;EQUIPAMIENTO CENTROS ATENCI‡N PERSONAS SIN HOGAR;998;VARIOS DISTRITOS;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;10000,00;-9982,00;18,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23106;62599;2018/000214;2018/010214;EQUIPAMIENTO CENTRO ACOGIDA PARA PERSONAS SIN HOGAR SAN ISIDRO;209;MONCLOA-ARAVACA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;5082,00;5082,00;0,00;0,00;5082,00;5082,00;0,00;0,00;0,00
;;001;027;23106;63300;2018/000214;2018/000214;EQUIPAMIENTO CENTROS ATENCI‡N PERSONAS SIN HOGAR;998;VARIOS DISTRITOS;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;2,94;2,94;2,94;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23106;63300;2018/000214;2018/010214;EQUIPAMIENTO CENTRO ACOGIDA PARA PERSONAS SIN HOGAR SAN ISIDRO;209;MONCLOA-ARAVACA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;16817,06;16817,06;0,00;0,00;16817,06;16817,06;16817,06;0,00;16817,06
;;001;027;32301;62200;2018/000492;2018/000492;INSTALACION DE TOLDOS ESCUELAS INFANTILES;998;VARIOS DISTRITOS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;21780,00;0,00;21780,00;21780,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/000495;OTRO EQUIPAMIENTO PARA LAS ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;147263,00;-18015,56;129247,44;129247,44;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/010495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CARACOLA;208;FUENCARRAL-EL PARDO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;47,07;47,07;0,00;0,00;47,07;47,07;47,07;0,00;47,07
;;001;027;32301;62599;2018/000495;2018/020495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CORTE DEL FARA‡N;208;FUENCARRAL-EL PARDO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;570,39;570,39;0,00;0,00;570,39;570,39;570,39;0,00;570,39
;;001;027;32301;62599;2018/000495;2018/040495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA OLIVA;212;USERA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;261,84;261,84;0,00;0,00;261,84;261,84;261,84;0,00;261,84
;;001;027;32301;62599;2018/000495;2018/060495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LUISA FERNANDA;213;PUENTE DE VALLECAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;47,07;47,07;0,00;0,00;47,07;47,07;47,07;0,00;47,07
;;001;027;32301;62599;2018/000495;2018/070495;OTRO EQUIPAMIENTO ESCUELA INFANTIL VEO VEO;215;CIUDAD LINEAL;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;501,30;501,30;0,00;0,00;501,30;501,30;501,30;0,00;501,30
;;001;027;32301;62599;2018/000495;2018/080495;OTRO EQUIPAMIENTO ESCUELA INFANTIL GIGANTES Y CABEZUDOS;215;CIUDAD LINEAL;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;54,81;54,81;0,00;0,00;54,81;54,81;54,81;0,00;54,81
;;001;027;32301;62599;2018/000495;2018/090495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA GRAN V÷A;216;HORTALEZA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1270,50;1270,50;0,00;0,00;1270,50;1270,50;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/110495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA LUNA;217;VILLAVERDE;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;47,07;47,07;0,00;0,00;47,07;47,07;47,07;0,00;47,07
;;001;027;32301;62599;2018/000495;2018/140495;OTRO EQUIPAMIENTO ESCUELA INFANTIL MOLINOS DE VIENTO;219;VICALVARO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;570,39;570,39;0,00;0,00;570,39;570,39;570,39;0,00;570,39
;;001;027;32301;62599;2018/000495;2018/190495;OTRO EQUIPAMIENTO ESCUELA INFANTIL EL OLIVAR;201;CENTRO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;308,55;308,55;0,00;0,00;308,55;308,55;308,55;0,00;308,55
;;001;027;32301;62599;2018/000495;2018/200495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA BRISA;206;TETUAN;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;261,84;261,84;0,00;0,00;261,84;261,84;261,84;0,00;261,84
;;001;027;32301;62599;2018/000495;2018/210495;OTRO EQUIPAMIENTO ESCUELA INFANTIL EL MANANTIAL;210;LATINA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;261,84;261,84;0,00;0,00;261,84;261,84;261,84;0,00;261,84
;;001;027;32301;62599;2018/000495;2018/220495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA DEL SOTO DEL PARRAL;210;LATINA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;261,84;261,84;0,00;0,00;261,84;261,84;261,84;0,00;261,84
;;001;027;32301;62599;2018/000495;2018/230495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA PATRIA CHICA;211;CARABANCHEL;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;261,84;261,84;0,00;0,00;261,84;261,84;261,84;0,00;261,84
;;001;027;32301;62599;2018/000495;2018/240495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CORNISA;212;USERA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;570,39;570,39;0,00;0,00;570,39;570,39;570,39;0,00;570,39
;;001;027;32301;62599;2018/000495;2018/250495;OTRO EQUIPAMIENTO ESCUELA INFANTIL EL LIR‡N;214;MORATALAZ;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;308,91;308,91;0,00;0,00;308,91;308,91;308,91;0,00;308,91
;;001;027;32301;62599;2018/000495;2018/260495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS AZALEAS;215;CIUDAD LINEAL;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;47,07;47,07;0,00;0,00;47,07;47,07;47,07;0,00;47,07
;;001;027;32301;62599;2018/000495;2018/270495;OTRO EQUIPAMIENTO ESCUELA INFANTIL EL ROC÷O;217;VILLAVERDE;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;355,62;355,62;0,00;0,00;355,62;355,62;355,62;0,00;355,62
;;001;027;32301;62599;2018/000495;2018/280495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LOS JUNCOS;219;VICALVARO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;47,07;47,07;0,00;0,00;47,07;47,07;47,07;0,00;47,07
;;001;027;32301;62599;2018/000495;2018/290495;OTRO EQUIPAMIENTO ESCUELA INFANTIL HIEDRA;220;SAN BLAS-CANILLEJAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;261,84;261,84;0,00;0,00;261,84;261,84;261,84;0,00;261,84
;;001;027;32301;62599;2018/000495;2018/300495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS MERCEDES;220;SAN BLAS-CANILLEJAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;493,56;493,56;0,00;0,00;493,56;493,56;493,56;0,00;493,56
;;001;027;32301;62599;2018/000495;2018/310495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA COLINA;221;BARAJAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;308,55;308,55;0,00;0,00;308,55;308,55;308,55;0,00;308,55
;;001;027;32301;62599;2018/000495;2018/320495;OTRO EQUIPAMIENTO ESCUELA INFANTIL RU÷Z JIMêNEZ;204;SALAMANCA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;549,95;549,95;0,00;0,00;549,95;549,95;295,24;0,00;295,24
;;001;027;32301;62599;2018/000495;2018/330495;OTRO EQUIPAMIENTO ESCUELA INFANTIL EL SOL;205;CHAMARTIN;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;446,49;446,49;0,00;0,00;446,49;446,49;446,49;0,00;446,49
;;001;027;32301;62599;2018/000495;2018/340495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LOS PINOS;217;VILLAVERDE;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;10087,53;10087,53;0,00;0,00;10087,53;10087,53;10087,53;0,00;1339,47
;;001;027;32301;62599;2018/000495;2018/350495;OTRO EQUIPAMIENTO ESCUELA INFANTIL DOCTOR LAGUNA;203;RETIRO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;13812,71;13812,71;0,00;0,00;13812,71;1132,47;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/360495;OTRO EQUIPAMIENTO ESCUELA INFANTIL AVENIDA DE VALLADOLID;209;MONCLOA-ARAVACA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;14776,18;14776,18;0,00;0,00;14776,18;1132,47;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/370495;OTRO EQUIPAMIENTO ESCUELA INFANTIL MOSCARD‡;212;USERA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;16752,79;16752,79;0,00;0,00;16752,79;1132,47;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/380495;OTRO EQUIPAMIENTO ESCUELA INFANTIL RODAS;201;CENTRO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;18818,43;18818,43;0,00;0,00;18818,43;1132,47;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/390495;OTRO EQUIPAMIENTO ESCUELA INFANTIL EROS;202;ARGANZUELA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;19898,96;19898,96;0,00;0,00;19898,96;1293,40;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/400495;OTRO EQUIPAMIENTO ESCUELA INFANTIL BARRIO BUTARQUE;217;VILLAVERDE;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;19898,96;19898,96;0,00;0,00;19898,96;1293,40;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/410495;OTRO EQUIPAMIENTO ESCUELA INFANTIL MONTECARMELO;208;FUENCARRAL-EL PARDO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;19898,96;19898,96;0,00;0,00;19898,96;1293,40;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/420495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS TABLAS;208;FUENCARRAL-EL PARDO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;21825,87;21825,87;0,00;0,00;21825,87;1293,40;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/430495;OTRO EQUIPAMIENTO ESCUELA INFANTIL VALDEZARZA;209;MONCLOA-ARAVACA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;21825,87;21825,87;0,00;0,00;21825,87;1293,40;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/440495;OTRO EQUIPAMIENTO ESCUELA INFANTIL MORATALAZ;214;MORATALAZ;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;21825,87;21825,87;0,00;0,00;21825,87;1293,40;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/450495;OTRO EQUIPAMIENTO ESCUELA INFANTIL PAU ARROYOFRESNO;208;FUENCARRAL-EL PARDO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;21825,87;21825,87;0,00;0,00;21825,87;1293,40;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/460495;OTRO EQUIPAMIENTO ESCUELA INFANTIL SANCHINARRO;216;HORTALEZA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;21825,88;21825,88;0,00;0,00;21825,88;1293,41;0,00;0,00;0,00
;;001;027;32301;62599;2018/000495;2018/470495;OTRO EQUIPAMIENTO ESCUELA INFANTIL VALDEBEBAS;216;HORTALEZA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;21825,88;21825,88;0,00;0,00;21825,88;1293,41;0,00;0,00;0,00
;;001;027;32301;62599;2018/000496;2018/000496;RESIDENCIA INTERNADO SAN ILDEFONSO. MOBILIARIO Y ENSERES;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;;;;;;;2000,00;0,00;2000,00;2000,00;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;027;32301;62599;2017/000278;2017/000278;EQUIPAMIENTO ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;15325,62;15325,62;15325,62;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;027;32301;62599;2018/006044;2018/006044;IFS - MOBILIARIO PARA LAS NUEVAS ESCUELAS INFANTILES;998;VARIOS DISTRITOS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;3740730,00;3740730,00;766631,66;0,00;2974098,34;427601,31;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/000495;OTRO EQUIPAMIENTO PARA LAS ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;15000,00;15000,00;15000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/350495;OTRO EQUIPAMIENTO ESCUELA INFANTIL DOCTOR LAGUNA;203;RETIRO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;36153,95;36153,95;0,00;0,00;36153,95;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/360495;OTRO EQUIPAMIENTO ESCUELA INFANTIL AVENIDA DE VALLADOLID;209;MONCLOA-ARAVACA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;37714,49;37714,49;0,00;0,00;37714,49;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/370495;OTRO EQUIPAMIENTO ESCUELA INFANTIL MOSCARD‡;212;USERA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;45133,00;45133,00;0,00;0,00;45133,00;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/380495;OTRO EQUIPAMIENTO ESCUELA INFANTIL RODAS;201;CENTRO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;45133,00;45133,00;0,00;0,00;45133,00;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/390495;OTRO EQUIPAMIENTO ESCUELA INFANTIL EROS;202;ARGANZUELA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;52710,02;52710,02;0,00;0,00;52710,02;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/400495;OTRO EQUIPAMIENTO ESCUELA INFANTIL BARRIO BUTARQUE;217;VILLAVERDE;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;52710,02;52710,02;0,00;0,00;52710,02;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/410495;OTRO EQUIPAMIENTO ESCUELA INFANTIL MONTECARMELO;208;FUENCARRAL-EL PARDO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;52710,02;52710,02;0,00;0,00;52710,02;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/420495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS TABLAS;208;FUENCARRAL-EL PARDO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;59441,25;59441,25;0,00;0,00;59441,25;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/430495;OTRO EQUIPAMIENTO ESCUELA INFANTIL VALDEZARZA;209;MONCLOA-ARAVACA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;59441,25;59441,25;0,00;0,00;59441,25;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/440495;OTRO EQUIPAMIENTO ESCUELA INFANTIL MORATALAZ;214;MORATALAZ;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;59441,25;59441,25;0,00;0,00;59441,25;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/450495;OTRO EQUIPAMIENTO ESCUELA INFANTIL PAU ARROYOFRESNO;208;FUENCARRAL-EL PARDO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;59441,25;59441,25;0,00;0,00;59441,25;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/460495;OTRO EQUIPAMIENTO ESCUELA INFANTIL SANCHINARRO;216;HORTALEZA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;59441,25;59441,25;0,00;0,00;59441,25;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/470495;OTRO EQUIPAMIENTO ESCUELA INFANTIL VALDEBEBAS;216;HORTALEZA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;59441,25;59441,25;0,00;0,00;59441,25;0,00;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/000495;OTRO EQUIPAMIENTO PARA LAS ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;45559,71;45559,71;45559,71;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/010495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CARACOLA;208;FUENCARRAL-EL PARDO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;3322,63;3322,63;0,00;0,00;3322,63;3322,63;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/020495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CORTE DEL FARA‡N;208;FUENCARRAL-EL PARDO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;4761,89;4761,89;0,00;0,00;4761,89;4761,89;2022,27;0,00;2022,27
;;001;027;32301;63599;2018/000495;2018/030495;OTRO EQUIPAMIENTO ESCUELA INFANTIL ALTAIR;210;LATINA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;2739,62;2739,62;0,00;0,00;2739,62;2739,62;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/040495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA OLIVA;212;USERA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;2147,19;2147,19;0,00;0,00;2147,19;2147,19;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/050495;OTRO EQUIPAMIENTO ESCUELA INFANTIL EL CASER÷O;213;PUENTE DE VALLECAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1239,95;1239,95;0,00;0,00;1239,95;1239,95;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/060495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LUISA FERNANDA;213;PUENTE DE VALLECAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1239,95;1239,95;0,00;0,00;1239,95;1239,95;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/070495;OTRO EQUIPAMIENTO ESCUELA INFANTIL VEO VEO;215;CIUDAD LINEAL;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1892,68;1892,68;0,00;0,00;1892,68;1892,68;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/080495;OTRO EQUIPAMIENTO ESCUELA INFANTIL GIGANTES Y CABEZUDOS;215;CIUDAD LINEAL;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;3979,57;3979,57;0,00;0,00;3979,57;3979,57;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/090495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA GRAN V÷A;216;HORTALEZA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1239,95;1239,95;0,00;0,00;1239,95;1239,95;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/100495;OTRO EQUIPAMIENTO ESCUELA INFANTIL DO•A FRANCISQUITA;216;HORTALEZA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1239,95;1239,95;0,00;0,00;1239,95;1239,95;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/110495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA LUNA;217;VILLAVERDE;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;2354,37;2354,37;0,00;0,00;2354,37;2354,37;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/120495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA REVOLTOSA;218;VILLA DE VALLECAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1239,95;1239,95;0,00;0,00;1239,95;1239,95;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/130495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LOS SOBRINOS DEL CAPITµN GRANT;218;VILLA DE VALLECAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1239,95;1239,95;0,00;0,00;1239,95;1239,95;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/140495;OTRO EQUIPAMIENTO ESCUELA INFANTIL MOLINOS DE VIENTO;219;VICALVARO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1239,95;1239,95;0,00;0,00;1239,95;1239,95;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/150495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA ALEGR÷A DE LA HUERTA;220;SAN BLAS-CANILLEJAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1239,95;1239,95;0,00;0,00;1239,95;1239,95;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/160495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS LEANDRAS;220;SAN BLAS-CANILLEJAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1239,95;1239,95;0,00;0,00;1239,95;1239,95;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/170495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CHULAPONA;221;BARAJAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1239,95;1239,95;0,00;0,00;1239,95;1239,95;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/180495;OTRO EQUIPAMIENTO ESCUELA INFANTIL EL BATEO;221;BARAJAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;2410,32;2410,32;0,00;0,00;2410,32;2410,32;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/240495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CORNISA;212;USERA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;8332,39;8332,39;0,00;8332,39;0,00;0,00;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/330495;OTRO EQUIPAMIENTO ESCUELA INFANTIL EL SOL;205;CHAMARTIN;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;6648,02;6648,02;0,00;0,00;6648,02;6648,02;0,00;0,00;0,00
;;001;027;32301;63599;2018/000496;2018/000496;RESIDENCIA INTERNADO SAN ILDEFONSO. MOBILIARIO Y ENSERES;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;;;;;;;18000,00;0,00;18000,00;18000,00;0,00;0,00;0,00;0,00;0,00;0,00
